[127.0.0.1]:32800 404 - GET /user
[127.0.0.1]:32810 404 - GET /user
[127.0.0.1]:32810 200 - POST /register
[127.0.0.1]:55280 404 - GET /user
[127.0.0.1]:55294 404 - GET /user
[127.0.0.1]:55294 200 - POST /register
[127.0.0.1]:55294 500 - POST /login
[127.0.0.1]:55294 500 - POST /login
[127.0.0.1]:55294 200 - POST /register
[127.0.0.1]:55294 500 - POST /login
[127.0.0.1]:46060 200 - POST /login
[127.0.0.1]:46060 200 - POST /login
[127.0.0.1]:46048 404 - GET /getAllItems
[127.0.0.1]:58898 404 - GET /getAllItems
[127.0.0.1]:39062 200 - POST /insertProduct
[127.0.0.1]:36366 404 - GET /getAllItems
[127.0.0.1]:36372 404 - GET /getAllItems
[127.0.0.1]:36402 404 - GET /user
[127.0.0.1]:36406 404 - GET /user
[127.0.0.1]:36376 404 - GET /getAllItems
[127.0.0.1]:36406 404 - GET /user
[127.0.0.1]:36366 404 - GET /getAllItems
[127.0.0.1]:36402 404 - GET /user
[127.0.0.1]:42066 404 - GET /getAllItems
[127.0.0.1]:42072 404 - GET /getAllItems
[127.0.0.1]:42086 404 - GET /user
[127.0.0.1]:42098 404 - GET /user
[127.0.0.1]:42082 404 - GET /getAllItems
[127.0.0.1]:42074 404 - GET /getAllItems
[127.0.0.1]:58714 404 - GET /user
[127.0.0.1]:58730 404 - GET /user
[127.0.0.1]:58730 200 - POST /login
[127.0.0.1]:46306 200 - POST /insertProduct
[127.0.0.1]:58712 404 - GET /getAllItems
[127.0.0.1]:58698 404 - GET /getAllItems
[127.0.0.1]:57364 404 - GET /getAllItems
[127.0.0.1]:57374 404 - GET /getAllItems
[127.0.0.1]:57392 404 - GET /user
[127.0.0.1]:57396 404 - GET /user
[127.0.0.1]:42830 404 - GET /user
[127.0.0.1]:42834 404 - GET /user
[127.0.0.1]:42834 200 - POST /register
[127.0.0.1]:42834 200 - POST /login
[127.0.0.1]:52442 200 - POST /insertProduct
[127.0.0.1]:42816 200 - GET /getAllItems
[127.0.0.1]:42800 200 - GET /getAllItems
[127.0.0.1]:42800 404 - GET /getKeyboard/1
[127.0.0.1]:42816 404 - GET /getKeyboard/1
[127.0.0.1]:42816 200 - GET /getAllItems
[127.0.0.1]:42800 200 - GET /getAllItems
[127.0.0.1]:42800 404 - GET /getKeyboard/1
[127.0.0.1]:42816 404 - GET /getKeyboard/1
[127.0.0.1]:42816 404 - GET /getKeyboard/1
[127.0.0.1]:36864 404 - GET /getKeyboard/1
[127.0.0.1]:42834 404 - GET /user
[127.0.0.1]:42830 404 - GET /user
[127.0.0.1]:42830 200 - POST /login
[127.0.0.1]:36864 200 - GET /getAllItems
[127.0.0.1]:36878 200 - GET /getAllItems
[127.0.0.1]:36878 404 - GET /getKeyboard/1
[127.0.0.1]:36864 404 - GET /getKeyboard/1
[127.0.0.1]:36864 200 - GET /getAllItems
[127.0.0.1]:36878 200 - GET /getAllItems
[127.0.0.1]:36878 404 - GET /getKeyboard/1
[127.0.0.1]:36864 404 - GET /getKeyboard/1
[127.0.0.1]:36864 200 - GET /getAllItems
[127.0.0.1]:36878 200 - GET /getAllItems
[127.0.0.1]:36878 404 - GET /getKeyboard/1
[127.0.0.1]:36864 404 - GET /getKeyboard/1
[127.0.0.1]:49422 200 - POST /insertProduct
[127.0.0.1]:46330 200 - POST /insertProduct
[127.0.0.1]:32834 404 - GET /getKeyboard/1
[127.0.0.1]:32860 404 - GET /user
[127.0.0.1]:32844 404 - GET /getKeyboard/1
[127.0.0.1]:32872 404 - GET /user
[127.0.0.1]:32872 404 - GET /user
[127.0.0.1]:32860 404 - GET /user
[127.0.0.1]:32860 200 - POST /register
[127.0.0.1]:32860 200 - POST /login
[127.0.0.1]:32834 200 - GET /getAllItems
[127.0.0.1]:32844 200 - GET /getAllItems
[127.0.0.1]:32844 404 - GET /getKeyboard/1
[127.0.0.1]:32834 404 - GET /getKeyboard/1
[127.0.0.1]:32834 200 - GET /getAllItems
